game_id,fecha,equipo_local,club_local_id,equipo_visitante,club_visitante_id,pts_local,pts_visitante,ganador,temporada,is_playoff
2020_1223_1510_133,2020-12-23T00:00:00+00:00,46ers Giessen,133,Telekom Baskets Bonn,1510,68,81,visitante,2020-21,0
2020_1226_3361_40,2020-12-26T00:00:00+00:00,Basketball Loewen Braunschweig,40,Fraport Skyliners Frankfurt,3361,98,103,visitante,2020-21,0
2020_1226_134_133,2020-12-26T00:00:00+00:00,46ers Giessen,133,Medi Bayreuth,134,110,99,local,2020-21,0
2020_1226_127_1634,2020-12-26T00:00:00+00:00,EWE Baskets Oldenburg,1634,Ratiopharm Ulm,127,89,86,local,2020-21,0
2020_1227_19629_1791,2020-12-27T00:00:00+00:00,NINERS Chemnitz,1791,Veolia Towers Hamburg,19629,95,75,local,2020-21,0
2020_1227_41_2745,2020-12-27T00:00:00+00:00,FITOne Wuerzburg Baskets,2745,MHP Riesen Ludwigsburg,41,72,87,visitante,2020-21,0
2020_1227_1510_214,2020-12-27T00:00:00+00:00,BG Goettingen,214,Telekom Baskets Bonn,1510,87,102,visitante,2020-21,0
2020_1227_2457_2315,2020-12-27T00:00:00+00:00,Merlins Crailsheim,2315,Rasta Vechta,2457,98,81,local,2020-21,0
2020_1227_219_132,2020-12-27T00:00:00+00:00,Bamberg Baskets,132,FC Bayern Muenchen Basketball,219,70,84,visitante,2020-21,0
2020_1229_2315_127,2020-12-29T00:00:00+00:00,Ratiopharm Ulm,127,Merlins Crailsheim,2315,84,86,visitante,2020-21,0
2020_1229_41_19629,2020-12-29T00:00:00+00:00,Veolia Towers Hamburg,19629,MHP Riesen Ludwigsburg,41,65,86,visitante,2020-21,0
2020_1230_133_3361,2020-12-30T00:00:00+00:00,Fraport Skyliners Frankfurt,3361,46ers Giessen,133,74,75,visitante,2020-21,0
2020_1230_2457_1634,2020-12-30T00:00:00+00:00,EWE Baskets Oldenburg,1634,Rasta Vechta,2457,82,80,local,2020-21,0
2020_1230_132_134,2020-12-30T00:00:00+00:00,Medi Bayreuth,134,Bamberg Baskets,132,73,67,local,2020-21,0
2020_1230_1791_450,2020-12-30T00:00:00+00:00,SYNTAINICS MBC Weissenfels,450,NINERS Chemnitz,1791,79,96,visitante,2020-21,0
2021_0102_133_214,2021-01-02T00:00:00+00:00,BG Goettingen,214,46ers Giessen,133,92,90,local,2020-21,0
2021_0102_127_1510,2021-01-02T00:00:00+00:00,Telekom Baskets Bonn,1510,Ratiopharm Ulm,127,72,73,visitante,2020-21,0
2021_0102_134_41,2021-01-02T00:00:00+00:00,MHP Riesen Ludwigsburg,41,Medi Bayreuth,134,89,70,local,2020-21,0
2021_0102_19629_2457,2021-01-02T00:00:00+00:00,Rasta Vechta,2457,Veolia Towers Hamburg,19629,74,92,visitante,2020-21,0
2021_0102_450_3361,2021-01-02T00:00:00+00:00,Fraport Skyliners Frankfurt,3361,SYNTAINICS MBC Weissenfels,450,94,89,local,2020-21,0
2021_0103_132_1634,2021-01-03T00:00:00+00:00,EWE Baskets Oldenburg,1634,Bamberg Baskets,132,85,78,local,2020-21,0
2021_0103_2745_2315,2021-01-03T00:00:00+00:00,Merlins Crailsheim,2315,FITOne Wuerzburg Baskets,2745,86,80,local,2020-21,0
2021_0103_10_219,2021-01-03T00:00:00+00:00,FC Bayern Muenchen Basketball,219,ALBA Berlin,10,72,85,visitante,2020-21,0
2021_0106_127_132,2021-01-06T00:00:00+00:00,Bamberg Baskets,132,Ratiopharm Ulm,127,74,67,local,2020-21,0
2021_0108_2457_132,2021-01-08T00:00:00+00:00,Bamberg Baskets,132,Rasta Vechta,2457,82,90,visitante,2020-21,0
2021_0109_1634_134,2021-01-09T00:00:00+00:00,Medi Bayreuth,134,EWE Baskets Oldenburg,1634,73,80,visitante,2020-21,0
2021_0109_1510_2745,2021-01-09T00:00:00+00:00,FITOne Wuerzburg Baskets,2745,Telekom Baskets Bonn,1510,89,77,local,2020-21,0
2021_0109_41_127,2021-01-09T00:00:00+00:00,Ratiopharm Ulm,127,MHP Riesen Ludwigsburg,41,87,89,visitante,2020-21,0
2021_0110_10_133,2021-01-10T00:00:00+00:00,46ers Giessen,133,ALBA Berlin,10,82,92,visitante,2020-21,0
2021_0110_219_1791,2021-01-10T00:00:00+00:00,NINERS Chemnitz,1791,FC Bayern Muenchen Basketball,219,76,77,visitante,2020-21,0
2021_0110_3361_214,2021-01-10T00:00:00+00:00,BG Goettingen,214,Fraport Skyliners Frankfurt,3361,63,81,visitante,2020-21,0
2021_0110_19629_2315,2021-01-10T00:00:00+00:00,Merlins Crailsheim,2315,Veolia Towers Hamburg,19629,72,89,visitante,2020-21,0
2021_0114_40_450,2021-01-14T00:00:00+00:00,SYNTAINICS MBC Weissenfels,450,Basketball Loewen Braunschweig,40,104,91,local,2020-21,0
2021_0115_1791_1510,2021-01-15T00:00:00+00:00,Telekom Baskets Bonn,1510,NINERS Chemnitz,1791,92,93,visitante,2020-21,0
2021_0116_2315_134,2021-01-16T00:00:00+00:00,Medi Bayreuth,134,Merlins Crailsheim,2315,77,82,visitante,2020-21,0
2021_0116_41_132,2021-01-16T00:00:00+00:00,Bamberg Baskets,132,MHP Riesen Ludwigsburg,41,75,83,visitante,2020-21,0
2021_0116_2457_133,2021-01-16T00:00:00+00:00,46ers Giessen,133,Rasta Vechta,2457,84,97,visitante,2020-21,0
2021_0117_40_10,2021-01-17T00:00:00+00:00,ALBA Berlin,10,Basketball Loewen Braunschweig,40,82,76,local,2020-21,0
2021_0117_219_19629,2021-01-17T00:00:00+00:00,Veolia Towers Hamburg,19629,FC Bayern Muenchen Basketball,219,71,85,visitante,2020-21,0
2021_0117_3361_2745,2021-01-17T00:00:00+00:00,FITOne Wuerzburg Baskets,2745,Fraport Skyliners Frankfurt,3361,80,72,local,2020-21,0
2021_0117_1634_450,2021-01-17T00:00:00+00:00,SYNTAINICS MBC Weissenfels,450,EWE Baskets Oldenburg,1634,79,87,visitante,2020-21,0
2021_0117_214_127,2021-01-17T00:00:00+00:00,Ratiopharm Ulm,127,BG Goettingen,214,98,74,local,2020-21,0
2021_0122_214_2457,2021-01-22T00:00:00+00:00,Rasta Vechta,2457,BG Goettingen,214,102,90,local,2020-21,0
2021_0123_133_1634,2021-01-23T00:00:00+00:00,EWE Baskets Oldenburg,1634,46ers Giessen,133,97,82,local,2020-21,0
2021_0123_450_41,2021-01-23T00:00:00+00:00,MHP Riesen Ludwigsburg,41,SYNTAINICS MBC Weissenfels,450,93,80,local,2020-21,0
2021_0123_134_219,2021-01-23T00:00:00+00:00,FC Bayern Muenchen Basketball,219,Medi Bayreuth,134,98,78,local,2020-21,0
2021_0123_19629_3361,2021-01-23T00:00:00+00:00,Fraport Skyliners Frankfurt,3361,Veolia Towers Hamburg,19629,70,98,visitante,2020-21,0
2021_0124_10_2745,2021-01-24T00:00:00+00:00,FITOne Wuerzburg Baskets,2745,ALBA Berlin,10,85,99,visitante,2020-21,0
2021_0124_1510_2315,2021-01-24T00:00:00+00:00,Merlins Crailsheim,2315,Telekom Baskets Bonn,1510,93,84,local,2020-21,0
2021_0124_127_1791,2021-01-24T00:00:00+00:00,NINERS Chemnitz,1791,Ratiopharm Ulm,127,63,102,visitante,2020-21,0
2021_0124_132_40,2021-01-24T00:00:00+00:00,Basketball Loewen Braunschweig,40,Bamberg Baskets,132,84,98,visitante,2020-21,0
2021_0129_214_132,2021-01-29T00:00:00+00:00,Bamberg Baskets,132,BG Goettingen,214,80,87,visitante,2020-21,0
2021_0130_450_127,2021-01-30T00:00:00+00:00,Ratiopharm Ulm,127,SYNTAINICS MBC Weissenfels,450,104,92,local,2020-21,0
2021_0130_1791_134,2021-01-30T00:00:00+00:00,Medi Bayreuth,134,NINERS Chemnitz,1791,83,61,local,2020-21,0
2021_0130_41_133,2021-01-30T00:00:00+00:00,46ers Giessen,133,MHP Riesen Ludwigsburg,41,85,99,visitante,2020-21,0
2021_0130_1634_2745,2021-01-30T00:00:00+00:00,FITOne Wuerzburg Baskets,2745,EWE Baskets Oldenburg,1634,84,124,visitante,2020-21,0
2021_0131_10_2457,2021-01-31T00:00:00+00:00,Rasta Vechta,2457,ALBA Berlin,10,70,86,visitante,2020-21,0
2021_0131_3361_1510,2021-01-31T00:00:00+00:00,Telekom Baskets Bonn,1510,Fraport Skyliners Frankfurt,3361,79,84,visitante,2020-21,0
2021_0131_219_2315,2021-01-31T00:00:00+00:00,Merlins Crailsheim,2315,FC Bayern Muenchen Basketball,219,105,103,local,2020-21,0
2021_0202_214_10,2021-02-02T00:00:00+00:00,ALBA Berlin,10,BG Goettingen,214,86,75,local,2020-21,0
2021_0202_127_3361,2021-02-02T00:00:00+00:00,Fraport Skyliners Frankfurt,3361,Ratiopharm Ulm,127,76,80,visitante,2020-21,0
2021_0203_2745_219,2021-02-03T00:00:00+00:00,FC Bayern Muenchen Basketball,219,FITOne Wuerzburg Baskets,2745,74,70,local,2020-21,0
2021_0203_132_450,2021-02-03T00:00:00+00:00,SYNTAINICS MBC Weissenfels,450,Bamberg Baskets,132,80,95,visitante,2020-21,0
2021_0205_19629_134,2021-02-05T00:00:00+00:00,Medi Bayreuth,134,Veolia Towers Hamburg,19629,95,92,local,2020-21,0
2021_0206_450_1510,2021-02-06T00:00:00+00:00,Telekom Baskets Bonn,1510,SYNTAINICS MBC Weissenfels,450,103,97,local,2020-21,0
2021_0206_133_2315,2021-02-06T00:00:00+00:00,Merlins Crailsheim,2315,46ers Giessen,133,101,82,local,2020-21,0
2021_0206_2745_214,2021-02-06T00:00:00+00:00,BG Goettingen,214,FITOne Wuerzburg Baskets,2745,87,82,local,2020-21,0
2021_0206_2457_3361,2021-02-06T00:00:00+00:00,Fraport Skyliners Frankfurt,3361,Rasta Vechta,2457,96,72,local,2020-21,0
2021_0207_132_219,2021-02-07T00:00:00+00:00,FC Bayern Muenchen Basketball,219,Bamberg Baskets,132,93,92,local,2020-21,0
2021_0207_40_127,2021-02-07T00:00:00+00:00,Ratiopharm Ulm,127,Basketball Loewen Braunschweig,40,92,94,visitante,2020-21,0
2021_0207_10_1791,2021-02-07T00:00:00+00:00,NINERS Chemnitz,1791,ALBA Berlin,10,65,83,visitante,2020-21,0
2021_0207_1634_41,2021-02-07T00:00:00+00:00,MHP Riesen Ludwigsburg,41,EWE Baskets Oldenburg,1634,89,75,local,2020-21,0
2021_0209_2315_10,2021-02-09T00:00:00+00:00,ALBA Berlin,10,Merlins Crailsheim,2315,101,77,local,2020-21,0
2021_0209_3361_132,2021-02-09T00:00:00+00:00,Bamberg Baskets,132,Fraport Skyliners Frankfurt,3361,86,76,local,2020-21,0
2021_0209_127_219,2021-02-09T00:00:00+00:00,FC Bayern Muenchen Basketball,219,Ratiopharm Ulm,127,81,77,local,2020-21,0
2021_0210_134_214,2021-02-10T00:00:00+00:00,BG Goettingen,214,Medi Bayreuth,134,82,80,local,2020-21,0
2021_0210_1791_2457,2021-02-10T00:00:00+00:00,Rasta Vechta,2457,NINERS Chemnitz,1791,77,89,visitante,2020-21,0
2021_0210_41_40,2021-02-10T00:00:00+00:00,Basketball Loewen Braunschweig,40,MHP Riesen Ludwigsburg,41,74,81,visitante,2020-21,0
2021_0210_1634_19629,2021-02-10T00:00:00+00:00,Veolia Towers Hamburg,19629,EWE Baskets Oldenburg,1634,88,89,visitante,2020-21,0
2021_0212_10_134,2021-02-12T00:00:00+00:00,Medi Bayreuth,134,ALBA Berlin,10,68,80,visitante,2020-21,0
2021_0212_219_3361,2021-02-12T00:00:00+00:00,Fraport Skyliners Frankfurt,3361,FC Bayern Muenchen Basketball,219,58,84,visitante,2020-21,0
2021_0212_1791_132,2021-02-12T00:00:00+00:00,Bamberg Baskets,132,NINERS Chemnitz,1791,82,85,visitante,2020-21,0
2021_0212_2315_40,2021-02-12T00:00:00+00:00,Basketball Loewen Braunschweig,40,Merlins Crailsheim,2315,69,75,visitante,2020-21,0
2021_0212_19629_1510,2021-02-12T00:00:00+00:00,Telekom Baskets Bonn,1510,Veolia Towers Hamburg,19629,78,71,local,2020-21,0
2021_0212_1634_133,2021-02-12T00:00:00+00:00,46ers Giessen,133,EWE Baskets Oldenburg,1634,97,93,local,2020-21,0
2021_0212_127_214,2021-02-12T00:00:00+00:00,BG Goettingen,214,Ratiopharm Ulm,127,64,93,visitante,2020-21,0
2021_0212_2457_41,2021-02-12T00:00:00+00:00,MHP Riesen Ludwigsburg,41,Rasta Vechta,2457,84,66,local,2020-21,0
2021_0214_132_10,2021-02-14T00:00:00+00:00,ALBA Berlin,10,Bamberg Baskets,132,67,76,visitante,2020-21,0
2021_0214_134_1634,2021-02-14T00:00:00+00:00,EWE Baskets Oldenburg,1634,Medi Bayreuth,134,91,82,local,2020-21,0
2021_0214_1510_450,2021-02-14T00:00:00+00:00,SYNTAINICS MBC Weissenfels,450,Telekom Baskets Bonn,1510,66,83,visitante,2020-21,0
2021_0214_1791_219,2021-02-14T00:00:00+00:00,FC Bayern Muenchen Basketball,219,NINERS Chemnitz,1791,83,85,visitante,2020-21,0
2021_0214_3361_127,2021-02-14T00:00:00+00:00,Ratiopharm Ulm,127,Fraport Skyliners Frankfurt,3361,87,68,local,2020-21,0
2021_0214_133_19629,2021-02-14T00:00:00+00:00,Veolia Towers Hamburg,19629,46ers Giessen,133,95,78,local,2020-21,0
2021_0214_214_2315,2021-02-14T00:00:00+00:00,Merlins Crailsheim,2315,BG Goettingen,214,109,81,local,2020-21,0
2021_0214_2457_40,2021-02-14T00:00:00+00:00,Basketball Loewen Braunschweig,40,Rasta Vechta,2457,80,71,local,2020-21,0
2021_0224_2745_133,2021-02-24T00:00:00+00:00,46ers Giessen,133,FITOne Wuerzburg Baskets,2745,82,101,visitante,2020-21,0
2021_0227_1510_2457,2021-02-27T00:00:00+00:00,Rasta Vechta,2457,Telekom Baskets Bonn,1510,89,94,visitante,2020-21,0
2021_0227_133_134,2021-02-27T00:00:00+00:00,Medi Bayreuth,134,46ers Giessen,133,92,97,visitante,2020-21,0
2021_0227_127_450,2021-02-27T00:00:00+00:00,SYNTAINICS MBC Weissenfels,450,Ratiopharm Ulm,127,73,102,visitante,2020-21,0
2021_0228_10_2315,2021-02-28T00:00:00+00:00,Merlins Crailsheim,2315,ALBA Berlin,10,62,100,visitante,2020-21,0
2021_0228_132_3361,2021-02-28T00:00:00+00:00,Fraport Skyliners Frankfurt,3361,Bamberg Baskets,132,62,78,visitante,2020-21,0
2021_0228_219_2745,2021-02-28T00:00:00+00:00,FITOne Wuerzburg Baskets,2745,FC Bayern Muenchen Basketball,219,76,97,visitante,2020-21,0
2021_0228_1634_40,2021-02-28T00:00:00+00:00,Basketball Loewen Braunschweig,40,EWE Baskets Oldenburg,1634,89,101,visitante,2020-21,0
2021_0228_19629_41,2021-02-28T00:00:00+00:00,MHP Riesen Ludwigsburg,41,Veolia Towers Hamburg,19629,73,67,local,2020-21,0
2021_0302_1510_134,2021-03-02T00:00:00+00:00,Medi Bayreuth,134,Telekom Baskets Bonn,1510,91,76,local,2020-21,0
2021_0303_40_214,2021-03-03T00:00:00+00:00,BG Goettingen,214,Basketball Loewen Braunschweig,40,102,91,local,2020-21,0
2021_0303_127_19629,2021-03-03T00:00:00+00:00,Veolia Towers Hamburg,19629,Ratiopharm Ulm,127,76,89,visitante,2020-21,0
2021_0303_2315_2745,2021-03-03T00:00:00+00:00,FITOne Wuerzburg Baskets,2745,Merlins Crailsheim,2315,94,84,local,2020-21,0
2021_0303_450_133,2021-03-03T00:00:00+00:00,46ers Giessen,133,SYNTAINICS MBC Weissenfels,450,81,102,visitante,2020-21,0
2021_0304_3361_2457,2021-03-04T00:00:00+00:00,Rasta Vechta,2457,Fraport Skyliners Frankfurt,3361,75,84,visitante,2020-21,0
2021_0305_134_2315,2021-03-05T00:00:00+00:00,Merlins Crailsheim,2315,Medi Bayreuth,134,78,97,visitante,2020-21,0
2021_0306_133_1510,2021-03-06T00:00:00+00:00,Telekom Baskets Bonn,1510,46ers Giessen,133,92,75,local,2020-21,0
2021_0306_41_1634,2021-03-06T00:00:00+00:00,EWE Baskets Oldenburg,1634,MHP Riesen Ludwigsburg,41,87,98,visitante,2020-21,0
2021_0306_450_40,2021-03-06T00:00:00+00:00,Basketball Loewen Braunschweig,40,SYNTAINICS MBC Weissenfels,450,93,91,local,2020-21,0
2021_0307_214_3361,2021-03-07T00:00:00+00:00,Fraport Skyliners Frankfurt,3361,BG Goettingen,214,93,89,local,2020-21,0
2021_0307_127_10,2021-03-07T00:00:00+00:00,ALBA Berlin,10,Ratiopharm Ulm,127,84,76,local,2020-21,0
2021_0307_2457_219,2021-03-07T00:00:00+00:00,FC Bayern Muenchen Basketball,219,Rasta Vechta,2457,93,78,local,2020-21,0
2021_0309_450_2745,2021-03-09T00:00:00+00:00,FITOne Wuerzburg Baskets,2745,SYNTAINICS MBC Weissenfels,450,73,85,visitante,2020-21,0
2021_0309_10_1634,2021-03-09T00:00:00+00:00,EWE Baskets Oldenburg,1634,ALBA Berlin,10,89,81,local,2020-21,0
2021_0309_41_1791,2021-03-09T00:00:00+00:00,NINERS Chemnitz,1791,MHP Riesen Ludwigsburg,41,60,96,visitante,2020-21,0
2021_0309_40_219,2021-03-09T00:00:00+00:00,FC Bayern Muenchen Basketball,219,Basketball Loewen Braunschweig,40,94,79,local,2020-21,0
2021_0313_1510_132,2021-03-13T00:00:00+00:00,Bamberg Baskets,132,Telekom Baskets Bonn,1510,86,82,local,2020-21,0
2021_0313_3361_133,2021-03-13T00:00:00+00:00,46ers Giessen,133,Fraport Skyliners Frankfurt,3361,79,82,visitante,2020-21,0
2021_0313_19629_450,2021-03-13T00:00:00+00:00,SYNTAINICS MBC Weissenfels,450,Veolia Towers Hamburg,19629,78,105,visitante,2020-21,0
2021_0313_2457_127,2021-03-13T00:00:00+00:00,Ratiopharm Ulm,127,Rasta Vechta,2457,77,92,visitante,2020-21,0
2021_0314_10_214,2021-03-14T00:00:00+00:00,BG Goettingen,214,ALBA Berlin,10,58,89,visitante,2020-21,0
2021_0314_40_1791,2021-03-14T00:00:00+00:00,NINERS Chemnitz,1791,Basketball Loewen Braunschweig,40,77,93,visitante,2020-21,0
2021_0314_219_1634,2021-03-14T00:00:00+00:00,EWE Baskets Oldenburg,1634,FC Bayern Muenchen Basketball,219,102,108,visitante,2020-21,0
2021_0314_2315_41,2021-03-14T00:00:00+00:00,MHP Riesen Ludwigsburg,41,Merlins Crailsheim,2315,58,68,visitante,2020-21,0
2021_0315_2745_134,2021-03-15T00:00:00+00:00,Medi Bayreuth,134,FITOne Wuerzburg Baskets,2745,90,75,local,2020-21,0
2021_0316_219_1510,2021-03-16T00:00:00+00:00,Telekom Baskets Bonn,1510,FC Bayern Muenchen Basketball,219,69,78,visitante,2020-21,0
2021_0316_450_10,2021-03-16T00:00:00+00:00,ALBA Berlin,10,SYNTAINICS MBC Weissenfels,450,96,82,local,2020-21,0
2021_0317_19629_40,2021-03-17T00:00:00+00:00,Basketball Loewen Braunschweig,40,Veolia Towers Hamburg,19629,81,84,visitante,2020-21,0
2021_0319_1634_2457,2021-03-19T00:00:00+00:00,Rasta Vechta,2457,EWE Baskets Oldenburg,1634,71,101,visitante,2020-21,0
2021_0320_133_2745,2021-03-20T00:00:00+00:00,FITOne Wuerzburg Baskets,2745,46ers Giessen,133,74,73,local,2020-21,0
2021_0320_450_132,2021-03-20T00:00:00+00:00,Bamberg Baskets,132,SYNTAINICS MBC Weissenfels,450,100,89,local,2020-21,0
2021_0320_127_41,2021-03-20T00:00:00+00:00,MHP Riesen Ludwigsburg,41,Ratiopharm Ulm,127,83,77,local,2020-21,0
2021_0320_40_19629,2021-03-20T00:00:00+00:00,Veolia Towers Hamburg,19629,Basketball Loewen Braunschweig,40,74,63,local,2020-21,0
2021_0321_134_1791,2021-03-21T00:00:00+00:00,NINERS Chemnitz,1791,Medi Bayreuth,134,72,85,visitante,2020-21,0
2021_0321_2315_219,2021-03-21T00:00:00+00:00,FC Bayern Muenchen Basketball,219,Merlins Crailsheim,2315,79,74,local,2020-21,0
2021_0321_3361_10,2021-03-21T00:00:00+00:00,ALBA Berlin,10,Fraport Skyliners Frankfurt,3361,94,60,local,2020-21,0
2021_0321_214_1510,2021-03-21T00:00:00+00:00,Telekom Baskets Bonn,1510,BG Goettingen,214,99,102,visitante,2020-21,0
2021_0323_19629_10,2021-03-23T00:00:00+00:00,ALBA Berlin,10,Veolia Towers Hamburg,19629,75,90,visitante,2020-21,0
2021_0323_219_450,2021-03-23T00:00:00+00:00,SYNTAINICS MBC Weissenfels,450,FC Bayern Muenchen Basketball,219,66,85,visitante,2020-21,0
2021_0323_2745_41,2021-03-23T00:00:00+00:00,MHP Riesen Ludwigsburg,41,FITOne Wuerzburg Baskets,2745,82,72,local,2020-21,0
2021_0324_1791_40,2021-03-24T00:00:00+00:00,Basketball Loewen Braunschweig,40,NINERS Chemnitz,1791,83,87,visitante,2020-21,0
2021_0326_1791_1634,2021-03-26T00:00:00+00:00,EWE Baskets Oldenburg,1634,NINERS Chemnitz,1791,98,92,local,2020-21,0
2021_0327_132_127,2021-03-27T00:00:00+00:00,Ratiopharm Ulm,127,Bamberg Baskets,132,74,88,visitante,2020-21,0
2021_0327_2315_133,2021-03-27T00:00:00+00:00,46ers Giessen,133,Merlins Crailsheim,2315,77,102,visitante,2020-21,0
2021_0327_2457_214,2021-03-27T00:00:00+00:00,BG Goettingen,214,Rasta Vechta,2457,103,79,local,2020-21,0
2021_0327_19629_219,2021-03-27T00:00:00+00:00,FC Bayern Muenchen Basketball,219,Veolia Towers Hamburg,19629,86,91,visitante,2020-21,0
2021_0328_41_134,2021-03-28T00:00:00+00:00,Medi Bayreuth,134,MHP Riesen Ludwigsburg,41,92,97,visitante,2020-21,0
2021_0328_10_450,2021-03-28T00:00:00+00:00,SYNTAINICS MBC Weissenfels,450,ALBA Berlin,10,82,93,visitante,2020-21,0
2021_0328_40_3361,2021-03-28T00:00:00+00:00,Fraport Skyliners Frankfurt,3361,Basketball Loewen Braunschweig,40,68,80,visitante,2020-21,0
2021_0328_2745_1510,2021-03-28T00:00:00+00:00,Telekom Baskets Bonn,1510,FITOne Wuerzburg Baskets,2745,83,73,local,2020-21,0
2021_0330_214_1791,2021-03-30T00:00:00+00:00,NINERS Chemnitz,1791,BG Goettingen,214,55,68,visitante,2020-21,0
2021_0331_40_1510,2021-03-31T00:00:00+00:00,Telekom Baskets Bonn,1510,Basketball Loewen Braunschweig,40,94,93,local,2020-21,0
2021_0401_3361_1791,2021-04-01T00:00:00+00:00,NINERS Chemnitz,1791,Fraport Skyliners Frankfurt,3361,89,76,local,2020-21,0
2021_0401_127_2745,2021-04-01T00:00:00+00:00,FITOne Wuerzburg Baskets,2745,Ratiopharm Ulm,127,64,88,visitante,2020-21,0
2021_0401_41_450,2021-04-01T00:00:00+00:00,SYNTAINICS MBC Weissenfels,450,MHP Riesen Ludwigsburg,41,74,93,visitante,2020-21,0
2021_0403_134_2457,2021-04-03T00:00:00+00:00,Rasta Vechta,2457,Medi Bayreuth,134,79,95,visitante,2020-21,0
2021_0403_133_219,2021-04-03T00:00:00+00:00,FC Bayern Muenchen Basketball,219,46ers Giessen,133,94,95,visitante,2020-21,0
2021_0404_132_19629,2021-04-04T00:00:00+00:00,Veolia Towers Hamburg,19629,Bamberg Baskets,132,76,64,local,2020-21,0
2021_0404_1510_10,2021-04-04T00:00:00+00:00,ALBA Berlin,10,Telekom Baskets Bonn,1510,80,75,local,2020-21,0
2021_0404_2745_1634,2021-04-04T00:00:00+00:00,EWE Baskets Oldenburg,1634,FITOne Wuerzburg Baskets,2745,116,66,local,2020-21,0
2021_0404_3361_2315,2021-04-04T00:00:00+00:00,Merlins Crailsheim,2315,Fraport Skyliners Frankfurt,3361,84,92,visitante,2020-21,0
2021_0405_450_1791,2021-04-05T00:00:00+00:00,NINERS Chemnitz,1791,SYNTAINICS MBC Weissenfels,450,86,84,local,2020-21,0
2021_0405_214_41,2021-04-05T00:00:00+00:00,MHP Riesen Ludwigsburg,41,BG Goettingen,214,90,81,local,2020-21,0
2021_0405_127_40,2021-04-05T00:00:00+00:00,Basketball Loewen Braunschweig,40,Ratiopharm Ulm,127,57,91,visitante,2020-21,0
2021_0406_219_134,2021-04-06T00:00:00+00:00,Medi Bayreuth,134,FC Bayern Muenchen Basketball,219,62,83,visitante,2020-21,0
2021_0407_2315_1510,2021-04-07T00:00:00+00:00,Telekom Baskets Bonn,1510,Merlins Crailsheim,2315,88,91,visitante,2020-21,0
2021_0407_2457_19629,2021-04-07T00:00:00+00:00,Veolia Towers Hamburg,19629,Rasta Vechta,2457,88,82,local,2020-21,0
2021_0407_214_133,2021-04-07T00:00:00+00:00,46ers Giessen,133,BG Goettingen,214,98,79,local,2020-21,0
2021_0409_2315_450,2021-04-09T00:00:00+00:00,SYNTAINICS MBC Weissenfels,450,Merlins Crailsheim,2315,82,77,local,2020-21,0
2021_0410_10_19629,2021-04-10T00:00:00+00:00,Veolia Towers Hamburg,19629,ALBA Berlin,10,75,68,local,2020-21,0
2021_0410_1634_1510,2021-04-10T00:00:00+00:00,Telekom Baskets Bonn,1510,EWE Baskets Oldenburg,1634,87,106,visitante,2020-21,0
2021_0410_127_133,2021-04-10T00:00:00+00:00,46ers Giessen,133,Ratiopharm Ulm,127,79,109,visitante,2020-21,0
2021_0410_2457_1791,2021-04-10T00:00:00+00:00,NINERS Chemnitz,1791,Rasta Vechta,2457,69,82,visitante,2020-21,0
2021_0410_134_132,2021-04-10T00:00:00+00:00,Bamberg Baskets,132,Medi Bayreuth,134,97,88,local,2020-21,0
2021_0411_219_40,2021-04-11T00:00:00+00:00,Basketball Loewen Braunschweig,40,FC Bayern Muenchen Basketball,219,85,83,local,2020-21,0
2021_0411_214_2745,2021-04-11T00:00:00+00:00,FITOne Wuerzburg Baskets,2745,BG Goettingen,214,73,96,visitante,2020-21,0
2021_0413_40_41,2021-04-13T00:00:00+00:00,MHP Riesen Ludwigsburg,41,Basketball Loewen Braunschweig,40,107,71,local,2020-21,0
2021_0413_1510_219,2021-04-13T00:00:00+00:00,FC Bayern Muenchen Basketball,219,Telekom Baskets Bonn,1510,89,71,local,2020-21,0
2021_0413_133_10,2021-04-13T00:00:00+00:00,ALBA Berlin,10,46ers Giessen,133,102,96,local,2020-21,0
2021_0413_450_214,2021-04-13T00:00:00+00:00,BG Goettingen,214,SYNTAINICS MBC Weissenfels,450,99,85,local,2020-21,0
2021_0413_134_127,2021-04-13T00:00:00+00:00,Ratiopharm Ulm,127,Medi Bayreuth,134,99,93,local,2020-21,0
2021_0414_1791_2315,2021-04-14T00:00:00+00:00,Merlins Crailsheim,2315,NINERS Chemnitz,1791,85,73,local,2020-21,0
2021_0414_132_2457,2021-04-14T00:00:00+00:00,Rasta Vechta,2457,Bamberg Baskets,132,76,104,visitante,2020-21,0
2021_0414_19629_1634,2021-04-14T00:00:00+00:00,EWE Baskets Oldenburg,1634,Veolia Towers Hamburg,19629,74,80,visitante,2020-21,0
2021_0419_1634_132,2021-04-19T00:00:00+00:00,Bamberg Baskets,132,EWE Baskets Oldenburg,1634,99,100,visitante,2020-21,0
2021_0419_1791_19629,2021-04-19T00:00:00+00:00,Veolia Towers Hamburg,19629,NINERS Chemnitz,1791,97,98,visitante,2020-21,0
2021_0421_2745_132,2021-04-21T00:00:00+00:00,Bamberg Baskets,132,FITOne Wuerzburg Baskets,2745,78,82,visitante,2020-21,0
2021_0422_10_40,2021-04-22T00:00:00+00:00,Basketball Loewen Braunschweig,40,ALBA Berlin,10,87,82,local,2020-21,0
2021_0423_19629_2745,2021-04-23T00:00:00+00:00,FITOne Wuerzburg Baskets,2745,Veolia Towers Hamburg,19629,83,95,visitante,2020-21,0
