game_id,fecha,equipo_local,club_local_id,equipo_visitante,club_visitante_id,pts_local,pts_visitante,ganador,temporada,is_playoff
2023_0123_2745_10,2023-01-23T00:00:00+00:00,ALBA Berlin,10,FITOne Wuerzburg Baskets,2745,79,76,local,2022-23,0
2023_0128_10_2315,2023-01-28T00:00:00+00:00,Merlins Crailsheim,2315,ALBA Berlin,10,77,100,visitante,2022-23,0
2023_0128_215_2745,2023-01-28T00:00:00+00:00,FITOne Wuerzburg Baskets,2745,MLP Academics Heidelberg,215,82,93,visitante,2022-23,0
2023_0128_1774_450,2023-01-28T00:00:00+00:00,SYNTAINICS MBC Weissenfels,450,Rostock Seawolves,1774,77,79,visitante,2022-23,0
2023_0128_41_1634,2023-01-28T00:00:00+00:00,EWE Baskets Oldenburg,1634,MHP Riesen Ludwigsburg,41,75,71,local,2022-23,0
2023_0128_127_132,2023-01-28T00:00:00+00:00,Bamberg Baskets,132,Ratiopharm Ulm,127,87,107,visitante,2022-23,0
2023_0129_219_214,2023-01-29T00:00:00+00:00,BG Goettingen,214,FC Bayern Muenchen Basketball,219,74,105,visitante,2022-23,0
2023_0129_134_1510,2023-01-29T00:00:00+00:00,Telekom Baskets Bonn,1510,Medi Bayreuth,134,94,71,local,2022-23,0
2023_0129_3361_19629,2023-01-29T00:00:00+00:00,Veolia Towers Hamburg,19629,Fraport Skyliners Frankfurt,3361,93,97,visitante,2022-23,0
2023_0129_40_1791,2023-01-29T00:00:00+00:00,NINERS Chemnitz,1791,Basketball Loewen Braunschweig,40,71,78,visitante,2022-23,0
2023_0201_3361_215,2023-02-01T00:00:00+00:00,MLP Academics Heidelberg,215,Fraport Skyliners Frankfurt,3361,94,82,local,2022-23,0
2023_0203_19629_1774,2023-02-03T00:00:00+00:00,Rostock Seawolves,1774,Veolia Towers Hamburg,19629,91,81,local,2022-23,0
2023_0203_2745_1791,2023-02-03T00:00:00+00:00,NINERS Chemnitz,1791,FITOne Wuerzburg Baskets,2745,74,77,visitante,2022-23,0
2023_0205_132_214,2023-02-05T00:00:00+00:00,BG Goettingen,214,Bamberg Baskets,132,92,95,visitante,2022-23,0
2023_0205_40_450,2023-02-05T00:00:00+00:00,SYNTAINICS MBC Weissenfels,450,Basketball Loewen Braunschweig,40,89,73,local,2022-23,0
2023_0205_219_1510,2023-02-05T00:00:00+00:00,Telekom Baskets Bonn,1510,FC Bayern Muenchen Basketball,219,77,73,local,2022-23,0
2023_0205_134_127,2023-02-05T00:00:00+00:00,Ratiopharm Ulm,127,Medi Bayreuth,134,80,64,local,2022-23,0
2023_0205_2315_1791,2023-02-05T00:00:00+00:00,NINERS Chemnitz,1791,Merlins Crailsheim,2315,82,79,local,2022-23,0
2023_0205_215_10,2023-02-05T00:00:00+00:00,ALBA Berlin,10,MLP Academics Heidelberg,215,94,86,local,2022-23,0
2023_0205_41_3361,2023-02-05T00:00:00+00:00,Fraport Skyliners Frankfurt,3361,MHP Riesen Ludwigsburg,41,81,96,visitante,2022-23,0
2023_0205_1774_1634,2023-02-05T00:00:00+00:00,EWE Baskets Oldenburg,1634,Rostock Seawolves,1774,80,73,local,2022-23,0
2023_0206_2745_19629,2023-02-06T00:00:00+00:00,Veolia Towers Hamburg,19629,FITOne Wuerzburg Baskets,2745,56,90,visitante,2022-23,0
2023_0209_214_215,2023-02-09T00:00:00+00:00,MLP Academics Heidelberg,215,BG Goettingen,214,81,87,visitante,2022-23,0
2023_0211_214_2315,2023-02-11T00:00:00+00:00,Merlins Crailsheim,2315,BG Goettingen,214,79,92,visitante,2022-23,0
2023_0211_19629_134,2023-02-11T00:00:00+00:00,Medi Bayreuth,134,Veolia Towers Hamburg,19629,74,86,visitante,2022-23,0
2023_0211_41_40,2023-02-11T00:00:00+00:00,Basketball Loewen Braunschweig,40,MHP Riesen Ludwigsburg,41,92,93,visitante,2022-23,0
2023_0211_127_215,2023-02-11T00:00:00+00:00,MLP Academics Heidelberg,215,Ratiopharm Ulm,127,84,92,visitante,2022-23,0
2023_0211_10_1634,2023-02-11T00:00:00+00:00,EWE Baskets Oldenburg,1634,ALBA Berlin,10,81,89,visitante,2022-23,0
2023_0212_1774_1510,2023-02-12T00:00:00+00:00,Telekom Baskets Bonn,1510,Rostock Seawolves,1774,77,62,local,2022-23,0
2023_0212_1791_219,2023-02-12T00:00:00+00:00,FC Bayern Muenchen Basketball,219,NINERS Chemnitz,1791,79,58,local,2022-23,0
2023_0212_3361_132,2023-02-12T00:00:00+00:00,Bamberg Baskets,132,Fraport Skyliners Frankfurt,3361,100,83,local,2022-23,0
2023_0212_450_2745,2023-02-12T00:00:00+00:00,FITOne Wuerzburg Baskets,2745,SYNTAINICS MBC Weissenfels,450,83,98,visitante,2022-23,0
2023_0214_132_127,2023-02-14T00:00:00+00:00,Ratiopharm Ulm,127,Bamberg Baskets,132,77,97,visitante,2022-23,0
2023_0214_219_19629,2023-02-14T00:00:00+00:00,Veolia Towers Hamburg,19629,FC Bayern Muenchen Basketball,219,89,70,local,2022-23,0
2023_0214_134_41,2023-02-14T00:00:00+00:00,MHP Riesen Ludwigsburg,41,Medi Bayreuth,134,108,94,local,2022-23,0
2023_0214_2315_10,2023-02-14T00:00:00+00:00,ALBA Berlin,10,Merlins Crailsheim,2315,91,85,local,2022-23,0
2023_0214_1634_3361,2023-02-14T00:00:00+00:00,Fraport Skyliners Frankfurt,3361,EWE Baskets Oldenburg,1634,79,87,visitante,2022-23,0
2023_0215_40_1774,2023-02-15T00:00:00+00:00,Rostock Seawolves,1774,Basketball Loewen Braunschweig,40,87,71,local,2022-23,0
2023_0215_1510_450,2023-02-15T00:00:00+00:00,SYNTAINICS MBC Weissenfels,450,Telekom Baskets Bonn,1510,57,91,visitante,2022-23,0
2023_0215_1791_214,2023-02-15T00:00:00+00:00,BG Goettingen,214,NINERS Chemnitz,1791,87,86,local,2022-23,0
2023_0215_2745_215,2023-02-15T00:00:00+00:00,MLP Academics Heidelberg,215,FITOne Wuerzburg Baskets,2745,71,90,visitante,2022-23,0
2023_0302_1510_2315,2023-03-02T00:00:00+00:00,Merlins Crailsheim,2315,Telekom Baskets Bonn,1510,83,101,visitante,2022-23,0
2023_0303_19629_132,2023-03-03T00:00:00+00:00,Bamberg Baskets,132,Veolia Towers Hamburg,19629,88,83,local,2022-23,0
2023_0303_2745_127,2023-03-03T00:00:00+00:00,Ratiopharm Ulm,127,FITOne Wuerzburg Baskets,2745,82,62,local,2022-23,0
2023_0304_1791_40,2023-03-04T00:00:00+00:00,Basketball Loewen Braunschweig,40,NINERS Chemnitz,1791,83,73,local,2022-23,0
2023_0304_450_1774,2023-03-04T00:00:00+00:00,Rostock Seawolves,1774,SYNTAINICS MBC Weissenfels,450,78,102,visitante,2022-23,0
2023_0304_10_219,2023-03-04T00:00:00+00:00,FC Bayern Muenchen Basketball,219,ALBA Berlin,10,76,71,local,2022-23,0
2023_0305_1634_2315,2023-03-05T00:00:00+00:00,Merlins Crailsheim,2315,EWE Baskets Oldenburg,1634,86,94,visitante,2022-23,0
2023_0305_41_215,2023-03-05T00:00:00+00:00,MLP Academics Heidelberg,215,MHP Riesen Ludwigsburg,41,87,111,visitante,2022-23,0
2023_0305_3361_1510,2023-03-05T00:00:00+00:00,Telekom Baskets Bonn,1510,Fraport Skyliners Frankfurt,3361,88,61,local,2022-23,0
2023_0308_41_134,2023-03-08T00:00:00+00:00,Medi Bayreuth,134,MHP Riesen Ludwigsburg,41,93,102,visitante,2022-23,0
2023_0310_215_214,2023-03-10T00:00:00+00:00,BG Goettingen,214,MLP Academics Heidelberg,215,74,84,visitante,2022-23,0
2023_0311_10_1791,2023-03-11T00:00:00+00:00,NINERS Chemnitz,1791,ALBA Berlin,10,91,101,visitante,2022-23,0
2023_0311_19629_41,2023-03-11T00:00:00+00:00,MHP Riesen Ludwigsburg,41,Veolia Towers Hamburg,19629,83,77,local,2022-23,0
2023_0311_450_132,2023-03-11T00:00:00+00:00,Bamberg Baskets,132,SYNTAINICS MBC Weissenfels,450,99,95,local,2022-23,0
2023_0311_127_3361,2023-03-11T00:00:00+00:00,Fraport Skyliners Frankfurt,3361,Ratiopharm Ulm,127,79,94,visitante,2022-23,0
2023_0312_134_219,2023-03-12T00:00:00+00:00,FC Bayern Muenchen Basketball,219,Medi Bayreuth,134,80,79,local,2022-23,0
2023_0312_1510_2745,2023-03-12T00:00:00+00:00,FITOne Wuerzburg Baskets,2745,Telekom Baskets Bonn,1510,73,94,visitante,2022-23,0
2023_0312_1634_40,2023-03-12T00:00:00+00:00,Basketball Loewen Braunschweig,40,EWE Baskets Oldenburg,1634,73,83,visitante,2022-23,0
2023_0312_1774_2315,2023-03-12T00:00:00+00:00,Merlins Crailsheim,2315,Rostock Seawolves,1774,79,86,visitante,2022-23,0
2023_0314_450_10,2023-03-14T00:00:00+00:00,ALBA Berlin,10,SYNTAINICS MBC Weissenfels,450,87,77,local,2022-23,0
2023_0317_2745_134,2023-03-17T00:00:00+00:00,Medi Bayreuth,134,FITOne Wuerzburg Baskets,2745,89,96,visitante,2022-23,0
2023_0318_132_1774,2023-03-18T00:00:00+00:00,Rostock Seawolves,1774,Bamberg Baskets,132,94,88,local,2022-23,0
2023_0318_2315_127,2023-03-18T00:00:00+00:00,Ratiopharm Ulm,127,Merlins Crailsheim,2315,68,76,visitante,2022-23,0
2023_0319_41_10,2023-03-19T00:00:00+00:00,ALBA Berlin,10,MHP Riesen Ludwigsburg,41,83,77,local,2022-23,0
2023_0319_40_215,2023-03-19T00:00:00+00:00,MLP Academics Heidelberg,215,Basketball Loewen Braunschweig,40,82,89,visitante,2022-23,0
2023_0319_219_450,2023-03-19T00:00:00+00:00,SYNTAINICS MBC Weissenfels,450,FC Bayern Muenchen Basketball,219,66,87,visitante,2022-23,0
2023_0319_3361_1791,2023-03-19T00:00:00+00:00,NINERS Chemnitz,1791,Fraport Skyliners Frankfurt,3361,84,89,visitante,2022-23,0
2023_0319_1634_19629,2023-03-19T00:00:00+00:00,Veolia Towers Hamburg,19629,EWE Baskets Oldenburg,1634,58,94,visitante,2022-23,0
2023_0322_132_1791,2023-03-22T00:00:00+00:00,NINERS Chemnitz,1791,Bamberg Baskets,132,83,95,visitante,2022-23,0
2023_0324_134_1634,2023-03-24T00:00:00+00:00,EWE Baskets Oldenburg,1634,Medi Bayreuth,134,75,85,visitante,2022-23,0
2023_0325_1774_2745,2023-03-25T00:00:00+00:00,FITOne Wuerzburg Baskets,2745,Rostock Seawolves,1774,76,72,local,2022-23,0
2023_0325_19629_3361,2023-03-25T00:00:00+00:00,Fraport Skyliners Frankfurt,3361,Veolia Towers Hamburg,19629,70,84,visitante,2022-23,0
2023_0325_450_214,2023-03-25T00:00:00+00:00,BG Goettingen,214,SYNTAINICS MBC Weissenfels,450,93,82,local,2022-23,0
2023_0325_127_41,2023-03-25T00:00:00+00:00,MHP Riesen Ludwigsburg,41,Ratiopharm Ulm,127,76,93,visitante,2022-23,0
2023_0326_10_132,2023-03-26T00:00:00+00:00,Bamberg Baskets,132,ALBA Berlin,10,67,84,visitante,2022-23,0
2023_0326_40_219,2023-03-26T00:00:00+00:00,FC Bayern Muenchen Basketball,219,Basketball Loewen Braunschweig,40,74,63,local,2022-23,0
2023_0326_1791_1510,2023-03-26T00:00:00+00:00,Telekom Baskets Bonn,1510,NINERS Chemnitz,1791,81,79,local,2022-23,0
2023_0326_215_2315,2023-03-26T00:00:00+00:00,Merlins Crailsheim,2315,MLP Academics Heidelberg,215,82,93,visitante,2022-23,0
2023_0329_1510_41,2023-03-29T00:00:00+00:00,MHP Riesen Ludwigsburg,41,Telekom Baskets Bonn,1510,75,91,visitante,2022-23,0
2023_0401_1510_19629,2023-04-01T00:00:00+00:00,Veolia Towers Hamburg,19629,Telekom Baskets Bonn,1510,66,76,visitante,2022-23,0
2023_0401_132_2745,2023-04-01T00:00:00+00:00,FITOne Wuerzburg Baskets,2745,Bamberg Baskets,132,106,99,local,2022-23,0
2023_0401_2315_40,2023-04-01T00:00:00+00:00,Basketball Loewen Braunschweig,40,Merlins Crailsheim,2315,88,93,visitante,2022-23,0
2023_0401_214_127,2023-04-01T00:00:00+00:00,Ratiopharm Ulm,127,BG Goettingen,214,108,101,local,2022-23,0
2023_0402_1634_215,2023-04-02T00:00:00+00:00,MLP Academics Heidelberg,215,EWE Baskets Oldenburg,1634,99,75,local,2022-23,0
2023_0402_219_41,2023-04-02T00:00:00+00:00,MHP Riesen Ludwigsburg,41,FC Bayern Muenchen Basketball,219,72,89,visitante,2022-23,0
2023_0402_134_450,2023-04-02T00:00:00+00:00,SYNTAINICS MBC Weissenfels,450,Medi Bayreuth,134,84,95,visitante,2022-23,0
2023_0402_1791_1774,2023-04-02T00:00:00+00:00,Rostock Seawolves,1774,NINERS Chemnitz,1791,71,69,local,2022-23,0
2023_0402_3361_10,2023-04-02T00:00:00+00:00,ALBA Berlin,10,Fraport Skyliners Frankfurt,3361,79,61,local,2022-23,0
2023_0404_127_219,2023-04-04T00:00:00+00:00,FC Bayern Muenchen Basketball,219,Ratiopharm Ulm,127,77,59,local,2022-23,0
2023_0404_214_19629,2023-04-04T00:00:00+00:00,Veolia Towers Hamburg,19629,BG Goettingen,214,98,71,local,2022-23,0
2023_0405_2315_134,2023-04-05T00:00:00+00:00,Medi Bayreuth,134,Merlins Crailsheim,2315,73,78,visitante,2022-23,0
2023_0405_10_2745,2023-04-05T00:00:00+00:00,FITOne Wuerzburg Baskets,2745,ALBA Berlin,10,47,76,visitante,2022-23,0
2023_0408_40_134,2023-04-08T00:00:00+00:00,Medi Bayreuth,134,Basketball Loewen Braunschweig,40,89,101,visitante,2022-23,0
2023_0408_41_2315,2023-04-08T00:00:00+00:00,Merlins Crailsheim,2315,MHP Riesen Ludwigsburg,41,77,82,visitante,2022-23,0
2023_0408_1634_1510,2023-04-08T00:00:00+00:00,Telekom Baskets Bonn,1510,EWE Baskets Oldenburg,1634,87,76,local,2022-23,0
2023_0408_450_1791,2023-04-08T00:00:00+00:00,NINERS Chemnitz,1791,SYNTAINICS MBC Weissenfels,450,76,72,local,2022-23,0
2023_0409_10_214,2023-04-09T00:00:00+00:00,BG Goettingen,214,ALBA Berlin,10,78,91,visitante,2022-23,0
2023_0409_215_132,2023-04-09T00:00:00+00:00,Bamberg Baskets,132,MLP Academics Heidelberg,215,100,109,visitante,2022-23,0
2023_0409_1774_3361,2023-04-09T00:00:00+00:00,Fraport Skyliners Frankfurt,3361,Rostock Seawolves,1774,99,77,local,2022-23,0
2023_0409_127_19629,2023-04-09T00:00:00+00:00,Veolia Towers Hamburg,19629,Ratiopharm Ulm,127,78,112,visitante,2022-23,0
2023_0410_2745_219,2023-04-10T00:00:00+00:00,FC Bayern Muenchen Basketball,219,FITOne Wuerzburg Baskets,2745,67,49,local,2022-23,0
2023_0411_1791_10,2023-04-11T00:00:00+00:00,ALBA Berlin,10,NINERS Chemnitz,1791,76,70,local,2022-23,0
2023_0411_214_1634,2023-04-11T00:00:00+00:00,EWE Baskets Oldenburg,1634,BG Goettingen,214,97,106,visitante,2022-23,0
2023_0412_132_41,2023-04-12T00:00:00+00:00,MHP Riesen Ludwigsburg,41,Bamberg Baskets,132,73,81,visitante,2022-23,0
2023_0414_215_1774,2023-04-14T00:00:00+00:00,Rostock Seawolves,1774,MLP Academics Heidelberg,215,75,78,visitante,2022-23,0
2023_0415_1510_134,2023-04-15T00:00:00+00:00,Medi Bayreuth,134,Telekom Baskets Bonn,1510,42,86,visitante,2022-23,0
2023_0415_1791_1634,2023-04-15T00:00:00+00:00,EWE Baskets Oldenburg,1634,NINERS Chemnitz,1791,91,89,local,2022-23,0
2023_0415_2315_2745,2023-04-15T00:00:00+00:00,FITOne Wuerzburg Baskets,2745,Merlins Crailsheim,2315,86,85,local,2022-23,0
2023_0415_214_41,2023-04-15T00:00:00+00:00,MHP Riesen Ludwigsburg,41,BG Goettingen,214,80,87,visitante,2022-23,0
2023_0416_40_127,2023-04-16T00:00:00+00:00,Ratiopharm Ulm,127,Basketball Loewen Braunschweig,40,67,84,visitante,2022-23,0
2023_0416_219_132,2023-04-16T00:00:00+00:00,Bamberg Baskets,132,FC Bayern Muenchen Basketball,219,72,73,visitante,2022-23,0
2023_0416_3361_450,2023-04-16T00:00:00+00:00,SYNTAINICS MBC Weissenfels,450,Fraport Skyliners Frankfurt,3361,65,71,visitante,2022-23,0
2023_0416_19629_10,2023-04-16T00:00:00+00:00,ALBA Berlin,10,Veolia Towers Hamburg,19629,83,63,local,2022-23,0
2023_0418_134_1791,2023-04-18T00:00:00+00:00,NINERS Chemnitz,1791,Medi Bayreuth,134,102,86,local,2022-23,0
2023_0418_1774_214,2023-04-18T00:00:00+00:00,BG Goettingen,214,Rostock Seawolves,1774,85,94,visitante,2022-23,0
2023_0418_2745_1634,2023-04-18T00:00:00+00:00,EWE Baskets Oldenburg,1634,FITOne Wuerzburg Baskets,2745,82,78,local,2022-23,0
2023_0419_10_40,2023-04-19T00:00:00+00:00,Basketball Loewen Braunschweig,40,ALBA Berlin,10,78,85,visitante,2022-23,0
2023_0419_219_3361,2023-04-19T00:00:00+00:00,Fraport Skyliners Frankfurt,3361,FC Bayern Muenchen Basketball,219,89,95,visitante,2022-23,0
2023_0419_19629_215,2023-04-19T00:00:00+00:00,MLP Academics Heidelberg,215,Veolia Towers Hamburg,19629,86,90,visitante,2022-23,0
2023_0421_1791_127,2023-04-21T00:00:00+00:00,Ratiopharm Ulm,127,NINERS Chemnitz,1791,86,92,visitante,2022-23,0
2023_0422_214_40,2023-04-22T00:00:00+00:00,Basketball Loewen Braunschweig,40,BG Goettingen,214,79,80,visitante,2022-23,0
2023_0422_215_1510,2023-04-22T00:00:00+00:00,Telekom Baskets Bonn,1510,MLP Academics Heidelberg,215,91,74,local,2022-23,0
2023_0422_41_2745,2023-04-22T00:00:00+00:00,FITOne Wuerzburg Baskets,2745,MHP Riesen Ludwigsburg,41,78,81,visitante,2022-23,0
2023_0422_450_19629,2023-04-22T00:00:00+00:00,Veolia Towers Hamburg,19629,SYNTAINICS MBC Weissenfels,450,80,123,visitante,2022-23,0
2023_0423_10_1774,2023-04-23T00:00:00+00:00,Rostock Seawolves,1774,ALBA Berlin,10,79,104,visitante,2022-23,0
2023_0423_2315_219,2023-04-23T00:00:00+00:00,FC Bayern Muenchen Basketball,219,Merlins Crailsheim,2315,78,69,local,2022-23,0
2023_0423_3361_134,2023-04-23T00:00:00+00:00,Medi Bayreuth,134,Fraport Skyliners Frankfurt,3361,113,107,local,2022-23,0
2023_0423_1634_132,2023-04-23T00:00:00+00:00,Bamberg Baskets,132,EWE Baskets Oldenburg,1634,95,104,visitante,2022-23,0
2023_0424_214_1791,2023-04-24T00:00:00+00:00,NINERS Chemnitz,1791,BG Goettingen,214,81,68,local,2022-23,0
2023_0425_40_3361,2023-04-25T00:00:00+00:00,Fraport Skyliners Frankfurt,3361,Basketball Loewen Braunschweig,40,71,86,visitante,2022-23,0
2023_0425_1510_10,2023-04-25T00:00:00+00:00,ALBA Berlin,10,Telekom Baskets Bonn,1510,77,84,visitante,2022-23,0
2023_0425_19629_2315,2023-04-25T00:00:00+00:00,Merlins Crailsheim,2315,Veolia Towers Hamburg,19629,66,77,visitante,2022-23,0
2023_0425_127_1634,2023-04-25T00:00:00+00:00,EWE Baskets Oldenburg,1634,Ratiopharm Ulm,127,84,97,visitante,2022-23,0
2023_0426_219_1774,2023-04-26T00:00:00+00:00,Rostock Seawolves,1774,FC Bayern Muenchen Basketball,219,76,108,visitante,2022-23,0
2023_0426_134_215,2023-04-26T00:00:00+00:00,MLP Academics Heidelberg,215,Medi Bayreuth,134,102,96,local,2022-23,0
2023_0426_41_450,2023-04-26T00:00:00+00:00,SYNTAINICS MBC Weissenfels,450,MHP Riesen Ludwigsburg,41,100,104,visitante,2022-23,0
2023_0427_2745_214,2023-04-27T00:00:00+00:00,BG Goettingen,214,FITOne Wuerzburg Baskets,2745,92,74,local,2022-23,0
2023_0429_1791_19629,2023-04-29T00:00:00+00:00,Veolia Towers Hamburg,19629,NINERS Chemnitz,1791,80,87,visitante,2022-23,0
2023_0429_2315_132,2023-04-29T00:00:00+00:00,Bamberg Baskets,132,Merlins Crailsheim,2315,92,101,visitante,2022-23,0
2023_0429_1634_41,2023-04-29T00:00:00+00:00,MHP Riesen Ludwigsburg,41,EWE Baskets Oldenburg,1634,80,93,visitante,2022-23,0
2023_0429_1510_40,2023-04-29T00:00:00+00:00,Basketball Loewen Braunschweig,40,Telekom Baskets Bonn,1510,78,89,visitante,2022-23,0
2023_0430_10_127,2023-04-30T00:00:00+00:00,Ratiopharm Ulm,127,ALBA Berlin,10,79,91,visitante,2022-23,0
2023_0430_214_219,2023-04-30T00:00:00+00:00,FC Bayern Muenchen Basketball,219,BG Goettingen,214,75,83,visitante,2022-23,0
2023_0430_215_450,2023-04-30T00:00:00+00:00,SYNTAINICS MBC Weissenfels,450,MLP Academics Heidelberg,215,91,109,visitante,2022-23,0
2023_0430_1774_134,2023-04-30T00:00:00+00:00,Medi Bayreuth,134,Rostock Seawolves,1774,70,99,visitante,2022-23,0
2023_0501_3361_2745,2023-05-01T00:00:00+00:00,FITOne Wuerzburg Baskets,2745,Fraport Skyliners Frankfurt,3361,77,86,visitante,2022-23,0
2023_0502_214_1510,2023-05-02T00:00:00+00:00,Telekom Baskets Bonn,1510,BG Goettingen,214,95,60,local,2022-23,0
2023_0502_127_450,2023-05-02T00:00:00+00:00,SYNTAINICS MBC Weissenfels,450,Ratiopharm Ulm,127,122,128,visitante,2022-23,0
2023_0504_132_1510,2023-05-04T00:00:00+00:00,Telekom Baskets Bonn,1510,Bamberg Baskets,132,102,75,local,2022-23,0
2023_0504_219_215,2023-05-04T00:00:00+00:00,MLP Academics Heidelberg,215,FC Bayern Muenchen Basketball,219,89,78,local,2022-23,0
2023_0504_134_10,2023-05-04T00:00:00+00:00,ALBA Berlin,10,Medi Bayreuth,134,83,72,local,2022-23,0
2023_0504_2745_40,2023-05-04T00:00:00+00:00,Basketball Loewen Braunschweig,40,FITOne Wuerzburg Baskets,2745,77,73,local,2022-23,0
2023_0505_2315_3361,2023-05-05T00:00:00+00:00,Fraport Skyliners Frankfurt,3361,Merlins Crailsheim,2315,83,84,visitante,2022-23,0
2023_0505_41_1791,2023-05-05T00:00:00+00:00,NINERS Chemnitz,1791,MHP Riesen Ludwigsburg,41,79,86,visitante,2022-23,0
2023_0505_450_1634,2023-05-05T00:00:00+00:00,EWE Baskets Oldenburg,1634,SYNTAINICS MBC Weissenfels,450,102,74,local,2022-23,0
2023_0505_127_1774,2023-05-05T00:00:00+00:00,Rostock Seawolves,1774,Ratiopharm Ulm,127,86,116,visitante,2022-23,0
2023_0507_132_134,2023-05-07T00:00:00+00:00,Medi Bayreuth,134,Bamberg Baskets,132,106,120,visitante,2022-23,0
2023_0507_40_19629,2023-05-07T00:00:00+00:00,Veolia Towers Hamburg,19629,Basketball Loewen Braunschweig,40,78,88,visitante,2022-23,0
2023_0507_1510_127,2023-05-07T00:00:00+00:00,Ratiopharm Ulm,127,Telekom Baskets Bonn,1510,83,85,visitante,2022-23,0
2023_0507_214_3361,2023-05-07T00:00:00+00:00,Fraport Skyliners Frankfurt,3361,BG Goettingen,214,88,82,local,2022-23,0
2023_0507_215_1791,2023-05-07T00:00:00+00:00,NINERS Chemnitz,1791,MLP Academics Heidelberg,215,81,74,local,2022-23,0
2023_0507_1634_219,2023-05-07T00:00:00+00:00,FC Bayern Muenchen Basketball,219,EWE Baskets Oldenburg,1634,76,88,visitante,2022-23,0
2023_0507_1774_41,2023-05-07T00:00:00+00:00,MHP Riesen Ludwigsburg,41,Rostock Seawolves,1774,87,92,visitante,2022-23,0
2023_0507_450_2315,2023-05-07T00:00:00+00:00,Merlins Crailsheim,2315,SYNTAINICS MBC Weissenfels,450,69,79,visitante,2022-23,0
2023_0514_10_127,2023-05-14T00:00:00+00:00,Ratiopharm Ulm,127,ALBA Berlin,10,88,64,local,2022-23,1
2023_0516_1634_41,2023-05-16T00:00:00+00:00,MHP Riesen Ludwigsburg,41,EWE Baskets Oldenburg,1634,90,80,local,2022-23,1
2023_0516_219_214,2023-05-16T00:00:00+00:00,BG Goettingen,214,FC Bayern Muenchen Basketball,219,67,87,visitante,2022-23,1
2023_0517_1510_1791,2023-05-17T00:00:00+00:00,NINERS Chemnitz,1791,Telekom Baskets Bonn,1510,63,94,visitante,2022-23,1
2023_0517_127_10,2023-05-17T00:00:00+00:00,ALBA Berlin,10,Ratiopharm Ulm,127,91,77,local,2022-23,1
2023_0518_1634_41,2023-05-18T00:00:00+00:00,MHP Riesen Ludwigsburg,41,EWE Baskets Oldenburg,1634,73,72,local,2022-23,1
2023_0518_219_214,2023-05-18T00:00:00+00:00,BG Goettingen,214,FC Bayern Muenchen Basketball,219,85,87,visitante,2022-23,1
2023_0519_1510_1791,2023-05-19T00:00:00+00:00,NINERS Chemnitz,1791,Telekom Baskets Bonn,1510,78,95,visitante,2022-23,1
2023_0519_10_127,2023-05-19T00:00:00+00:00,Ratiopharm Ulm,127,ALBA Berlin,10,93,81,local,2022-23,1
2023_0521_214_219,2023-05-21T00:00:00+00:00,FC Bayern Muenchen Basketball,219,BG Goettingen,214,65,54,local,2022-23,1
2023_0521_41_1634,2023-05-21T00:00:00+00:00,EWE Baskets Oldenburg,1634,MHP Riesen Ludwigsburg,41,72,86,visitante,2022-23,1
2023_0522_1791_1510,2023-05-22T00:00:00+00:00,Telekom Baskets Bonn,1510,NINERS Chemnitz,1791,89,83,local,2022-23,1
2023_0524_127_10,2023-05-24T00:00:00+00:00,ALBA Berlin,10,Ratiopharm Ulm,127,81,83,visitante,2022-23,1
2023_0528_219_127,2023-05-28T00:00:00+00:00,Ratiopharm Ulm,127,FC Bayern Muenchen Basketball,219,87,69,local,2022-23,1
2023_0529_1510_41,2023-05-29T00:00:00+00:00,MHP Riesen Ludwigsburg,41,Telekom Baskets Bonn,1510,71,80,visitante,2022-23,1
2023_0530_219_127,2023-05-30T00:00:00+00:00,Ratiopharm Ulm,127,FC Bayern Muenchen Basketball,219,93,88,local,2022-23,1
2023_0531_1510_41,2023-05-31T00:00:00+00:00,MHP Riesen Ludwigsburg,41,Telekom Baskets Bonn,1510,65,94,visitante,2022-23,1
2023_0602_127_219,2023-06-02T00:00:00+00:00,FC Bayern Muenchen Basketball,219,Ratiopharm Ulm,127,102,104,visitante,2022-23,1
2023_0603_41_1510,2023-06-03T00:00:00+00:00,Telekom Baskets Bonn,1510,MHP Riesen Ludwigsburg,41,82,73,local,2022-23,1
2023_0609_1510_127,2023-06-09T00:00:00+00:00,Ratiopharm Ulm,127,Telekom Baskets Bonn,1510,79,73,local,2022-23,1
2023_0611_1510_127,2023-06-11T00:00:00+00:00,Ratiopharm Ulm,127,Telekom Baskets Bonn,1510,75,104,visitante,2022-23,1
2023_0614_127_1510,2023-06-14T00:00:00+00:00,Telekom Baskets Bonn,1510,Ratiopharm Ulm,127,84,112,visitante,2022-23,1
2023_0616_127_1510,2023-06-16T00:00:00+00:00,Telekom Baskets Bonn,1510,Ratiopharm Ulm,127,70,74,visitante,2022-23,1
2023_0927_127_1791,2023-09-27T00:00:00+00:00,NINERS Chemnitz,1791,Ratiopharm Ulm,127,85,90,visitante,2023-24,0
2023_0928_215_10,2023-09-28T00:00:00+00:00,ALBA Berlin,10,MLP Academics Heidelberg,215,90,81,local,2023-24,0
2023_0928_2457_132,2023-09-28T00:00:00+00:00,Bamberg Baskets,132,Rasta Vechta,2457,79,101,visitante,2023-24,0
2023_0929_40_1634,2023-09-29T00:00:00+00:00,EWE Baskets Oldenburg,1634,Basketball Loewen Braunschweig,40,86,91,visitante,2023-24,0
